,Name,User Name,Following,Followers,Tweet,Favorite,RT,created at,treated Tweet
60,🅰🅻🅴🆂🆂🅸🅾,@AlessioUrban,616,18066,Malaysia bans the crypto miners because the crypto frauds are not tolerated Bullish buy BTC,16,0,2021-07-20 23:24:43,Malaysia ban the crypto miner because the crypto fraud be not tolerate Bullish buy BTC 
61,VicWickz,@BigWickVic,152,113,Oh shit I guess theres a rainbow maybe we will get a pot of gold after all! $btc $eth $ada $xrp $bnb $doge https://t.co/rU7q8aO6H4,1,2,2021-07-20 23:23:27,oh shit I guess there a rainbow maybe we will get a pot of gold after all ! $ btc $ eth $ ada $ xrp $ bnb $ doge https://t.co/ru7q8ao6h4 
62,iHodl 🟩⚡️⚡️,@iTweet14670008,667,349,"@THEAMERICANHODL If we assume a trend change from a disinflationary 2010’s to a long term inflationary 2020’s, as well as the mainstream part of S curve adoption, 200%+ is not out of question.Inflation adjusted, 200% would be BTC $100T by 2030 (250m+ by then)",4,2,2021-07-20 23:23:25,"@theamericanhodl if we assume a trend change from a disinflationary 2010 's to a long term inflationary 2020 's , as well as the mainstream part of 's curve adoption , 200 % + be not out of question . inflation adjust , 200 % would be BTC $ 100t by 2030 ( 250 m + by then ) "
63,Ξlerik,@0xSlot,488,114,"@ethultrasound @blockfolio @SBF_Alameda For stable def @anchor_protocol at 19-20% compounded. For eth, 6.5% is similar to $stETH but for $btc 6.5% is higher than everywhere",3,2,2021-07-20 23:23:15,"@ethultrasound @blockfolio @SBF _Alameda for stable def @anchor_protocol at 19 - 20 % compound . for eth , 6.5 % be similar to $ steth but for $ btc 6.5 % be high than everywhere "
64,Dijames23⚡⭕,@dijames23,293,247,"$DOGE weekly chart : currently sitting on the .786 FIB, and we still haven't touched the trend line.#dogecoin #dogearmy #shiba #BabyDoge #ElonMusk #SpaceX #btc #eth #Fibonacci https://t.co/lRFKOewDwH",1,3,2021-07-20 23:22:44,"$ DOGE weekly chart : currently sit on the .786 fib , and we still have not touch the trend line . # dogecoin # dogearmy # shiba # BabyDoge # ElonMusk # space X #btc #eth # fibonacci https://t.co/lrfkoewdwh "
65,B o J a X,@BeauxJacques1,2019,1014,Travelling to #Oaxland from #sanfrancisco in #uplandme #BlockchainGaming #BTC @UplandMe @xbrucethegoose  @MarsUtah @LeftHouseCrypto @DrYunani To Mint a new #NFTrealestateAnd get #spark!I need YOUR #spark staking at #WorldGuildOaklandHQ #400HighStOakland_Upland https://t.co/ZGE49wJDAL,2,1,2021-07-20 23:22:00,travel to # Oaxland from # sanfrancisco in #uplandme # Blockchain gaming # btc @ Upland I @xbrucethegoose @ marsutah @lefthousecrypto @DrYunani to Mint a new # nftrealestate and get # spark ! I need you # spark stake at # WorldGuildOakland hq #400highstoakland_ Upland https://t.co/zge49wjdal 
66,NFT information Alert,@NFT_info_alert,20,536,【50.36% Cheaper than Average】📉📉Title: Sweet SwanOpensea:BidPrice:ETH 3.557dayVol:608.9713#NFT #CRYPTOART #opensea #hashmasks  $BTC #veefriends08:21 https://t.co/bB64RmlTkB,2,1,2021-07-20 23:21:11,'' 50.36 % Cheaper than Average】📉 '' title : Sweet SwanOpensea : bidprice:eth 3.557dayvol:608.9713#nft # cryptoart # opensea # hashmask $ btc # veefriend s 08:21 https://t.co/bb64rmltkb 
67,J_C_T_007,@JCT0072,23,10,"Checkout #NUTSGAMING our telegram is almost at 6000 members! Come join us, we're the next big thing 🔥Poker &amp; Crypto😎#crypto #gaming #poker #BTC  https://t.co/A6g94mMF2l@NUTSGamingBSC",18,12,2021-07-20 23:20:57,"checkout # nutsgame we telegram be almost at 6000 member ! come join we , we be the next big thing at Poker &amp ; Crypto😎#crypto # game # poker # btc https://t.co/a6g94mmf2l@nutsgamingbsc "
68,Matt Hamilton,@HammerToe,876,27411,"@0urobro @DickWhitman_BTC But it doesn't, does it? That is literally the entire point of decentralised blockchains like the XRP Ledger. The nodes are spread about, they are not all run on a single provider. And unlike Bitcoin not all centralised around cheap power sources.",1,1,2021-07-20 23:20:33,"@0urobro @dickwhitman_btc but it do not , do it ? that be literally the entire point of decentralise blockchain like the XRP Ledger . the node be spread about , they be not all run on a single provider . and unlike Bitcoin not all centralise around cheap power source . "
69,Hamed Khaldi,@HamedKhaldi_,149,853,We need another big red week before we start pumping $sxp #altcoin #cryptocurrencies #crypto #cryptocurrency #Bitcoin     $dent $btt $doge $eos $eth $link $matic $CRV $coti #BTC $BTC,6,0,2021-07-20 23:19:52,we need another big red week before we start pump $ sxp #altcoin # cryptocurrency # crypto # cryptocurrency # Bitcoin $ dent $ btt $ doge $ eos $ eth $ link $ matic $ CRV $ coti # btc $ btc 
70,Truth_project,@Truthproject4,330,245,The fud makes no sensehttps://t.co/nbgbogYIli#Canada #USA #BTC #Bitcoin #BitcoinCrash #cryptocrash #cryptocurrency #CryptoNews #cryptotwitter @danheld @shakepay @APompliano @cameron @BTC_Archive @DocumentingBTC @BitcoinMagazine @RussellOkung @AltcoinDailyio,3,3,2021-07-20 23:19:39,the fud make no sensehttps://t.co/nbgbogyili#canada # USA # BTC # Bitcoin # Bitcoin crash # cryptocrash # cryptocurrency # Cryptonew # cryptotwitter @danheld @shakepay @APompliano @cameron @BTC _ Archive @ document BTC @ Bitcoin Magazine @ russellokung @ altcoindailyio 
71,Penguin Capital,@PenguinOffisial,565,807,$BTC $27300-$27800 is the area that i'm expecting to be the absolute bottom for this spring to $100k. https://t.co/wJP4pkvXVL,8,1,2021-07-20 23:19:38,$ BTC $ 27300 - $ 27800 be the area that be expect to be the absolute bottom for this spring to $ 100 k . https://t.co/wjp4pkvxvl 
72,☀️☝️Son of the Earth👇☀️,@avatarofjoshua,348,172,The year is 3050. The first dyson sphere is being constructed to power the $btc blockchain. All applications globally run on ftx brand $eth.$doge is .007c,1,1,2021-07-20 23:19:28,the year be 3050 . the first dyson sphere be be construct to power the $ btc blockchain . all application globally run on ftx brand $ eth . $ doge be .007 c 
73,Matt Hamilton,@HammerToe,876,27411,"@DickWhitman_BTC @0urobro Sure. The refusal of Bitcoiners to acknowledge that technology moves on, that monetary systems move on, is what will end them eventually.",1,1,2021-07-20 23:19:02,"@DickWhitman_BTC @0urobro sure . the refusal of Bitcoiner to acknowledge that technology move on , that monetary system move on , be what will end they eventually . "
74,BTC Sessions 😎,@BTCsessions,2677,44207,@deyonte_btc @FossGregfoss @JeffBooth just sitting here like... https://t.co/HrN9SLEmjQ,51,2,2021-07-20 23:18:52,@deyonte_btc @ FossGregfoss @jeff Booth just sit here like ... https://t.co/hrn9slemjq 
75,HoldNeverSold,@SoldNever,293,262,@KountryboyKenny @ProTheDoge Dogecoin doesn't need a cap that was the problem with bitcoin people thought their coin would be so valuable they didn't want to spend it. When I bought $Doge with all of my bitcoin you should've seen the rocketship I created who cares the price of btc crashed in half? I don't,3,1,2021-07-20 23:18:44,@Kountryboy Kenny @ ProThe Doge Dogecoin do not need a cap that be the problem with bitcoin people think they coin would be so valuable they do not want to spend it . when I buy $ Doge with all of my bitcoin you should have see the rocketship I create who care the price of btc crash in half ? I do not 
76,pleb_Greg Foss 🇨🇦 / 🇸🇻🌋,@FossGregfoss,1056,26015,Hey A (larry) Fink.  How about them apples?71% of institutional investors plan to buy Crypto assets.  Perhaps your clients are the donkeys eh?  #btc solves donkey thinking.https://t.co/Gvcus5udYL,138,6,2021-07-20 23:17:22,hey A ( larry ) Fink . how about they apple ? 71 % of institutional investor plan to buy Crypto asset . perhaps you client be the donkey eh? # btc solve donkey think . https://t.co/gvcus5udyl 
77,BTCMANAGER,@btc_manager,1751,65130,#Kusama Adds Bifrost as the Latest Parachain after Winning Auction BY: Dalmas Ngetichhttps://t.co/xekBZepaZ9 #Bitfrost #ParachainAuction #Polkadot https://t.co/bdO6nBBA69,7,5,2021-07-20 23:17:20,# Kusama add Bifrost as the latest Parachain after win Auction by : Dalmas ngetichhttps://t.co/xekbzepaz9 # Bitfrost # parachainauction # polkadot https://t.co/bdo6nbba69 
78,Bitcoinmaster1983,@Bitcoin22109717,121,36,#poodl will arrive to the moon faster than @elonmusk  and his space x.This year i would bet it goes x100We are #poodl We are money$$$#poodlparty #poodltoken https://t.co/auepx1zpOK#hodlthepoodl #bnb #btc #bsc #mommydogecoin #rotomoon https://t.co/dPhr2aNtxT,2,4,2021-07-20 23:17:15,# poodl will arrive to the moon fast than @elonmusk and he space x . this year I would bet it go x 100 we be # poodl we be money $ $ $ # poodlparty # poodltoken https://t.co/auepx1zpok#hodlthepoodl # bnb # btc # bsc # mommydogecoin # rotomoon https://t.co/dphr2antxt 
79,Mandala Exchange,@MandalaEx,93,16594,"Our Q3 Progress Report is up! Please check out our updated roadmap on our homepage and read through our latest blog post outlining a few improvements, milestones and goals for the upcoming weeks &amp; months! 🚀 https://t.co/XnJrzN2L9Y#MandalaExchange #CryptoExchange #BTC $MDXT",49,20,2021-07-20 23:15:55,"we Q3 progress report be up ! please check out we update roadmap on we homepage and read through we late blog post outline a few improvement , milestone and goal for the upcoming week &amp ; month ! 🚀 https://t.co/xnjrzn2l9y#mandalaexchange # CryptoExchange # btc $ mdxt "
80,Sean. ShibEscapes ✈ 🌏,@smorgsinnit,612,2770,Who else is Shopped out ?🛒🛒🛒🛒🛒🛒🛒 January Sales have come early For us but im looking for more 🧐.Tag away and Let me know what your buying up ? 🤗$ETH$SHIB$BONE$LEASH$BTC$matic$hydra#Bitcoin #shibaswap #cryptocrash #Ethereum #shiba #shibcoin #Blockchain #matic https://t.co/Rz56XANNeU,4,3,2021-07-20 23:15:35,who else be shop out ?🛒🛒🛒🛒🛒🛒🛒 January sale have come early for we but be look for more 🧐. tag away and let I know what you buying up ? 🤗$ ETH$SHIB$ BONE$LEASH$BTC $ matic$ hydra#Bitcoin # shibaswap # cryptocrash # Ethereum # shiba # shibcoin # blockchain # matic https://t.co/rz56xanneu 
81,Forecast City - Be a Better Trader with us,@ForecastCity,7,5349,New intraday forecasts for #EURUSD #GBPUSD #AUDUSD #NZDUSD #USDCHF(Free) #USDCAD #USDJPY #EURJPY #GBPJPY are published!#ForecastCity #PriceAction #Forex #FX #CryptoCurrency #BTC #ETH #Trading https://t.co/hFSOKwB36f,9,3,2021-07-20 23:15:05,New intraday forecast for # EURUSD # gbpusd # audusd # nzdusd # USDCHF ( free ) # USDCAD # USDJPY # eurjpy # gbpjpy be publish !# forecast city # PriceAction # forex # fx # cryptocurrency # btc # eth # trading https://t.co/hfsokwb36f 
82,Corneliu,@realcorneliu,24,32,Only 3 days remaining remaining people to get your last bag of #TipsyLabs before they get listed @PancakeSwap I'm really excited for the moment! #BTC #Ethereum #BSC #BSCGem #altcoin #cryptocurrency #Crypto #WednesdayMotivation #wednesdaythought #wednesdaythought Like and follow https://t.co/or0rBDrbC1,3,1,2021-07-20 23:15:00,only 3 day remain remain people to get you last bag of # Tipsy Labs before they get list @ Pancake swap I be really excited for the moment ! # BTC # Ethereum # BSC # BSCGem # altcoin # cryptocurrency # crypto # wednesdaymotivation # wednesdaythought # wednesdaythought like and follow https://t.co/or0rbdrbc1 
83,Live Coin Watch • Live Crypto Analytics,@LiveCoinWatch,1345,24815,"Crypto market overview — July 20 2021 📊▶️ Market cap dips to $1.19T level▶️ 3 stablecoins in crypto top 10 = 8.2% of total market cap▶️ BTC below $30K, trading at $29K level▶️ Bids $2.03B, Asks $1.75B▶️ Volume above $40B but still low▶️ Top 500 gainers: $FET, $REVV, $POLY https://t.co/CfX3JWLV9z",3,2,2021-07-20 23:14:01,"Crypto market overview — July 20 2021 📊▶️ market cap dip to $ 1.19t level▶️ 3 stablecoin in crypto top 10 = 8.2 % of total market cap▶️ btc below $ 30 k , trade at $ 29 k level▶ '' bid $ 2.03b , ask $ 1.75 b ▶ '' Volume above $ 40 b but still low▶ '' top 500 gainers : $ fet , $ revv , $ poly https://t.co/cfx3jwlv9z "
84,Crypto Baggins,@mazewill1,68,36,@CryptoWizardd @elonmusk Floki Vikings do not care about BTC or anything else. Bridging from ethereum and launching on BSC tomorrow. Huge global marketing plan. Team is constantly developing utility. Onward to Valhalla! $FLOKI #Floki #FlokiVikings @RealFlokiInu  #flokiinu,18,5,2021-07-20 23:14:00,@Crypto Wizardd @elonmusk Floki Viking do not care about BTC or anything else . brid from ethereum and launch on BSC tomorrow . huge global marketing plan . team be constantly develop utility . onward to Valhalla ! $ floki # floki # flokivikings @ realflokiinu # flokiinu 
85,NFT information Alert,@NFT_info_alert,20,536,【89.59% Cheaper than Average】📉📉Title: Lonely Alien #6462Opensea:BidPrice:ETH 0.0127dayVol:118.2931#NFT #CRYPTOART #opensea #hashmasks  $BTC #lonelyalienspaceclub08:13 https://t.co/KyfIRiu73l,1,1,2021-07-20 23:13:05,【89.59 % Cheaper than Average】📉 '' title : Lonely Alien # 6462opensea : bid Price:ETH 0.0127dayvol :118.2931#nft # cryptoart # opensea # hashmask $ btc # lonelyalienspaceclub08:13 https://t.co/kyfiriu73l 
86,Matt Hamilton,@HammerToe,876,27411,"@DickWhitman_BTC @0urobro Sure. Just like open source developers are building on the XRP Ledger. Good luck with taproot. Some people call the XRP Ledger ""boring"" as it doesn't have to try and fix all the shit Bitcoin has to fix just to be usable.",1,1,2021-07-20 23:12:09,"@DickWhitman_BTC @0urobro sure . just like open source developer be build on the XRP Ledger . good luck with taproot . some people call the XRP Ledger "" boring "" as it do not have to try and fix all the shit Bitcoin have to fix just to be usable . "
87,CA$HLESS 🔥,@_Is_Inevitable,361,603,*** WILL CRYPTO RECOVER? *** Or is it over? YOU NEED TO SEE THIS!!!! https://t.co/0nSJvUBhpS via @YouTube $BTC $XRP $ETH #bitcoin #Ethereum #cryptocrash #Crypto #blockchain #AMCSqueeze #investing #trading,1,1,2021-07-20 23:11:56,*** will CRYPTO recover ? *** or be it over ? you need to see this !!!! https://t.co/0nsjvubhps via @ YouTube $ btc $ xrp $ ETH # bitcoin # Ethereum # cryptocrash # crypto # blockchain # amcsqueeze # investing # trading 
88,Miles Taylor,@MilesTaylor47,386,1547,"$GME Crypto is on the verge of going $100k btc, it's bottoming.#NFT's will be Huge GameStop Stock: Why NFT Could Be Big For The Company https://t.co/QrwSDTLmy8",25,4,2021-07-20 23:10:37,"$ GME Crypto be on the verge of go $ 100 k btc , it be bottom . # NFT 's will be huge GameStop stock : why NFT could be big for the company https://t.co/qrwsdtlmy8 "
89,News Sentiment Report,@NewsSentiment,109,107,"Today's snapshot of News Media topics that are competing with #BTC, #Bitcoin and Crypto.Analyzed 1194 articles.Overall media sentiment is Negative.https://t.co/69jJzfu7KY",2,3,2021-07-20 23:10:19,"today 's snapshot of news media topic that be compete with # BTC , # Bitcoin and Crypto . analyze 1194 article . overall media sentiment be negative . https://t.co/69jjzfu7ky "
90,Blue Collar Bitcoin Podcast,@blue_collarbtc,191,143,A large class starts every new #Bitcoin Bull Market.  The attrition rate is high. Very few graduate. 🎓#Hodl and earn your degree in PLEBonomics.#Bitcoin #BTC #plebonomics@michael_saylor @FossGregfoss,10,1,2021-07-20 23:10:13,a large class start every new # Bitcoin Bull Market . the attrition rate be high . very few graduate . 🎓# Hodl and earn you degree in plebonomics . # bitcoin # btc #plebonomics@michael_saylor @ FossGregfoss 
91,Jessica Vaugn,@JessicaVaugn,3718,301264,"While I agree with the invasive nature of customs, you’re gonna make sashaying into his office awkward for us @GhostofSvetski 🤣 See y’all tomorrow!! Tell Paloma I’m bringing my camera gear, so, shoot time ahead! 🇸🇻 #btc https://t.co/ayaRDQUGoe",23,1,2021-07-20 23:10:08,"while I agree with the invasive nature of custom , you be gonna make sashay into he office awkward for we @ GhostofSvetski '' see y’all tomorrow !! tell Paloma I be bring my camera gear , so , shoot time ahead ! 🇸🇻 # btc https://t.co/ayardqugoe "
92,Cryptorian,@cryptorian__,42,66,"@CryptoWizardd told him that we can buy it cheaper when he says ""buy sxp"" now sxp at its support but $sxp looks bad honestly. #sxp #swipe #crypto #trading #altcoin $btc #btc #bitcoin #altcoin  #cryptocurrency  #currency #trading  #blockchain https://t.co/jUieWloo1h https://t.co/ucvRIEIHMk",1,1,2021-07-20 23:10:02,"@Crypto Wizardd tell he that we can buy it cheap when he say "" buy sxp "" now sxp at its support but $ sxp look bad honestly . # sxp #swipe # crypto # trading # altcoin $ btc # btc # bitcoin # altcoin # cryptocurrency # currency # trading # blockchain https://t.co/juiewloo1h https://t.co/ucvrieihmk "
