,Name,User Name,Following,Followers,Tweet,Favorite,RT,created at
486,BTC Market Alert🚨,@btc_orderalert,2,24433,"🐋📈【Buy】 BTCUSDTQty：$3,899,160（130.1 BTC）🐳🐳🐳🐳🐳🐳🐳Price：$29,950[20:26:41 UTC] on Binance Futures",8,4,2021-07-20 20:26:41
487,maxtrader,@Uurzekici1,442,41,"@1goonrich #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıb https://t.co/Hq8HYFXr7G jj",11,5,2021-07-20 20:26:31
488,- BêasT °,@sam15rock,1217,40,@therealdogebtc @elonmusk @cz_binance #DogeBTC #dogearmy #dogecoin #BTC  @therealdogebtc @elonmusk @cz_binance Hoping to win :) https://t.co/397s1wlfjL,5,1,2021-07-20 20:26:27
489,𝐃𝐞𝐅𝐢.𝐏𝐨𝐩𝐞 🛡️,@AlphaCryptOmega,40,3813,#Bitcoin @ $30k 🔥💥 $BTC https://t.co/FJOxbQhGkU,9,2,2021-07-20 20:26:07
490,Volume Alerts,@TraderWisdom,1,36480,"Unusual #volume spike in $1INCH/USD- 101,727 USD worth of $1INCH traded in the last 5 mins.- 19 times the average volume in $1INCH - $USD$FTX $crypto $BTC $ETH $DOGEFor latest alerts, checkout - https://t.co/rLLR03cU0l https://t.co/AiPqXSHI1P",1,2,2021-07-20 20:26:06
491,AK-Suiⓣed,@SuitedAk,567,351,"Test deployed... if we move back above 30k BTC then hold it, I'm going to consider it confirmation that this was a pulldown by big money to accumulate on cheap retail (not just BTC - alts also).If we crash to high 20's then its bulls letting bears send crypto back in time.",1,1,2021-07-20 20:26:01
492,Believe in TRU,@Tru_Bits,224,50,@Dogeshade @RealFlokiInu $FLOKI will flip $BTC https://t.co/AzrTH1H5wg,8,1,2021-07-20 20:25:47
493,maxtrader,@Uurzekici1,442,41,"@1goonrich #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıb https://t.co/Hq8HYFXr7G z",11,3,2021-07-20 20:25:13
494,maxtrader,@Uurzekici1,442,41,"@1goonrich #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıb https://t.co/Hq8HYFXr7G b",10,3,2021-07-20 20:25:05
495,maxtrader,@Uurzekici1,442,41,"@1goonrich #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıb https://t.co/Hq8HYFXr7G aa",15,7,2021-07-20 20:24:59
496,//Bitcoin 𝕵ack 🐐,@BTC_JackSparrow,785,207008,Thread https://t.co/ZW4d0nk8ot,27,2,2021-07-20 20:24:57
497,jimmytwotimes Ⓥ,@cryptoJTT,93,17364,"@Spartan_1888 @Koolaid_crypto right, but if you believe $BTC doesn't go much lower then...",2,0,2021-07-20 20:24:54
498,Cyrus S. Khajvandi,@CyrusKhajvandi,2840,857,DDT. Don't dare think. Obey. #DDT #wuhan #Fauci #mRNA #moderna #pfizer #BTC #cdc #whohttps://t.co/vzvGswRue8,7,1,2021-07-20 20:24:54
499,🏆,@Dogeshade,88,2660,#BTC vs #FLOKIeverything dipping??? idk about that.@RealFlokiInu https://t.co/5yfQHVaWHn https://t.co/yT8mnJWnqf,51,24,2021-07-20 20:24:48
500,maxtrader,@Uurzekici1,442,41,"@1goonrich #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıb https://t.co/Hq8HYFXr7G k",7,2,2021-07-20 20:24:48
501,Mrah Regnem $HAPPY,@Harmmans,88,47,https://t.co/QW8fg2rz4j@Jessewelle @the_happy_coin Its cool to see people reaching out and helping others. 💛Very $happy that #happycoin could contribute to this on behalf of the #crypto community.#bsc #btc,13,2,2021-07-20 20:24:43
502,SpaceDog,@BarkInSpace,204,173,#Crypto market down?#dogecoin down?#PoodlToken down?YES ALL OF THEM ARE DOWN!No reason to sell now with a loss.So keep you buttcheeks tight and your pants clean.#HOODL ! THE ! $POODL !#Ethereum #cryptocurrency #BSCGems #ビットコイン #BTC #PoodlParty https://t.co/z2zdI5OkSF,6,6,2021-07-20 20:24:22
503,The Lord of Crypto🇺🇸,@TheLordCrypto,666,2798,"Guys $CGLD, must look into it. 👌🏻👌🏻👌🏻🔥🔥🔥🚀🚀🚀🚀#cryptotrade #Cryptocurency #cryptoworld #CryptoNews #crypto #cryptotrading $btc $eth",1,1,2021-07-20 20:24:20
504,Nazlı Irmak,@ng6023,64,11,"@1goonrich #FREEDOGE #kishu #SHIB #elonmusk #safemoon #btc #bsc #fairlaunch #fDoge #bitcoin #altcoin #shibainu #inu #100x#FREEDOGE Low Marketcap and experienced team, 100x is very possible. Only 2 days old. Not a financial advice, do your own research. https://t.co/oDHkzcWakN https://t.co/TvavBbZ8KL",27,18,2021-07-20 20:23:58
505,Charles,@cspratt15139,212,712,$comp Looks like there loading $comp first $btc $eth,2,2,2021-07-20 20:23:52
506,nftcryptomix,@nftcryptomix,254,120,"Busta Rhymes On Crypto: “Gimme Some More:”, Tyson ""BTC or Eth"" and Michael Saylor ""BTC is Hope"" - all I can say is more and more Celeb's are in and I hope you all look @signum_official as a environmentally sustainable blockchain. https://t.co/bzOt7OBtx2",4,2,2021-07-20 20:23:41
507,Crypto Colosseum | Blockchain Game,@CryptoColosseum,342,468,"With HIPPODROME, you can send #BTC or #DOGE and swap directly to any token. You can also Zap directly from BTC/DOGE into various #DeFi products.  TRY IT OUT TODAY!https://t.co/sT8FUSTFEJ https://t.co/RM9KNO8gyf",3,1,2021-07-20 20:23:39
508,m00se,@m00se_nft,491,230,✨#nftmusic from my notation series! 💙✌️this series has eight 1 of 1s of original music with matching sheet music. 🙌🎵🎹psyched to bring the beauty of the notated score to the NFT space! 🔥link:https://t.co/902U54BGbf#NFTs #nft #nftart #eth #btc https://t.co/DP3VC6QtIb,1,1,2021-07-20 20:22:50
509,Brandon Hong,@brandank_cr,114,4589,The current state of the crypto market is why I love trading microcaps.Every day is a new opportunity to make life changing money on ICOs. I never have to worry about helplessly watching BTC or ETH bleed.High quality meme coins perform well regardless of bear markets.,89,8,2021-07-20 20:22:30
510,I Have Spoken #Zilliqa #ADA,@benwildenz,129,335,"@jasonappleton @Captain60897731 Whenever freedoms are impinged , people tend to skate around for an alternative, hence BTC. Will be interesting to see over the next decade. Hope Puerto Rico is still rocking",1,1,2021-07-20 20:22:09
511,Bjorn Mattens,@lucky_daltons,186,1002,"I will send one person $30 in the next 6hrs, you just retweet the tweet below and follow @omniestategroup and be following myself. Have fun guys may the best win🔥🔥#ORT #PSI #BTC #BSC #Giveaway https://t.co/hQEQEMCQ3b",12,13,2021-07-20 20:21:59
512,Valentino,@valentino0_0,252,279,Did you catch the stack of whale wallets that marked the DEC 2018 $BTC bottom adding 1661.17 BTC to each wallet a few days ago? https://t.co/CrPT6feWIF,9,2,2021-07-20 20:21:57
513,rich,@evrycrypto,775,413,@Bitboy_Crypto I'm still #hodling but I really do hope $BTC will create a more sustainable way of mining. Also thankful to have known new projects stepping up their game by making the use cases environmentally-friendly. @BloXmove is one. Love the concept of the brilliant team behind it 👍🏼👏🏻👌🏻 https://t.co/1iXo2szEy6,3,2,2021-07-20 20:21:50
514,Scarlett Phoenix 🔥,@PhoenixSquawk,856,1431,"#Bitcoin Price Analysis: Following $30K Breakdown, This is the Next Possible Target For #Btc #Cryptocurrency #Finance #Forex #Markets #MoneyRead: https://t.co/rRi4c0a5FO https://t.co/bDW6sItb2b",5,1,2021-07-20 20:21:28
515,monké,@chase_the_baggg,102,45,Got chopped up trading this $BTC range? I‘ve got a solution 🌙@BishuFi #BishuFi#BishuTakeover #BishuArmy #BishuBillboard #Barkdifferent #Doge #Dogecoin #Shiba #Akita #Kishu #Safemoon #GME #AMC #Sanshu #Hokk https://t.co/kttJqeGAen,8,3,2021-07-20 20:20:25
516,Volume Alerts,@TraderWisdom,1,36480,"Unusual #volume spike in $PERPUSDT- 229,846 USD worth of $PERP traded in the last 5 mins.- 20 times the average volume in $PERP - $USDT$binance $bsc $crypto $BTC $ETH $DOGEFor latest alerts, checkout - https://t.co/rLLR02Vj8N https://t.co/ALlsYnEiGW",2,1,2021-07-20 20:20:22
517,Hart's Charts,@hartscharts,31,134,"Since July 9th, #Bitcoin has been in a continuous step down pattern, dropping roughly $1k per zone. The yellow line is the bottom of the current zone (around $29k). 4-hour chart shown. #BTC #BTCUSD https://t.co/UnbUfeQkej",3,2,2021-07-20 20:20:08
518,David | 🦍💎🙌,@MrDavidSkilling,4866,31606,Mainstream media: “#Bitcoin slump has crashed the #crypto market!” We told you so 🙄#BTC investors: “but it’s still up 200% YTD. 🤷‍♂️”That screws with their narrative though.,15,2,2021-07-20 20:20:04
519,🌎🌏🌍THETA WHALE™️🌎🌏🌍,@ThetaWhale,2753,1231,When people realize we aren’t going lower &amp; $BTC heads back over $30k the FOMO will start back up.After all fiat is dying. There’s no going back now. One day $BTC will be the reserve currency of the world. Time is on our side. 💯🌎🌍🌏$theta $tfuel $rsr $link $matic $xrm,17,1,2021-07-20 20:20:02
520,Lam Kurutz,@insomnialts,1280,239,@beincrypto $NEKO @MazeProtocol  is a zero interest banking protocol that provides zero cost borrows.#Lending /#Borrowing is a huge busineess in #DeFi and I believe https://t.co/StwYGpjLC7 will be a big player in it.$BTC $LINK #ALTSEASON https://t.co/uKeQlnNurO,3,3,2021-07-20 20:19:55
521,ManateeCrypto,@manatee_crypto,166,59,Not investing in $RISE at 0.00000004 is like not buying $BTC at $0.0008. We all would have done it if we could. So why miss out now?#EverRise #EverRiseCoin #EverRiseToken #everriseny #cryptocurrency #DeFi #EverRiseUp #EverOwn #EverWallet #EverLock #EverSwap #EverSale #BNB #BSC,45,19,2021-07-20 20:19:35
522,F3 Rock Hill,@F3RockHill,623,1204,eric.lockamy - f3rockhill Remember that #3-w-be-the-change-btc begins at 0600 starting tomorrow. #ISI,1,1,2021-07-20 20:19:02
523,Henry Brown,@henryviribus,971,368,Mastercard &amp; Visa Crypto Debit Cards on the Rise | Using Stablecoin USDC https://t.co/RtTzzaV25i #crypto #xrp #vet #vechain #btc #eth #cryptocurrency #digitalasset #blockchain#digital #xrpcommunity #shiba #SHIBAINU #Ethereum #shibaswap #KuCoinToken #KCS #coinbase,1,1,2021-07-20 20:18:59
524,Freedom Rider,@Freedom32831878,556,190,@AlphaOmegaUnbr1 Btc = baby trafficking coin,20,5,2021-07-20 20:18:44
525,$Damxchange 💎,@damxchange,1065,5484,"🔥10 Million Sats Giveaway🔥Get in your chance to win, ends in 5 hours #Giveaways #Giveaway #GiveawayAlert #Free #Freebie #Bitcoin #BTC #BSV #gift #crypto #Ethereum #ETH #LTC #TRX #BNB #DASH #LINK #ADA https://t.co/hVvTupCu2Z",7,3,2021-07-20 20:18:40
526,sumona,@sumona61042881,1139,29,#Airdrop : HAXS 💯 Value: 1000 $HAXS For every participant🔥Referral: 300$HAXS/invite🔥Block Chain: HECO👍Distribution Date: 08/02/2021Join now: https://t.co/OIyxjUWjal#HAXS #Airdrops #BTC #AXS,1,1,2021-07-20 20:18:16
527,NFT information Alert,@NFT_info_alert,20,536,【77.89% Cheaper than Average】📉📉Title: Dr WokeOpensea:BidPrice:ETH 0.057dayVol:1162.0684#NFT #CRYPTOART #opensea #hashmasks  $BTC #topdogbeachclub05:17 https://t.co/zpsKCGxJtn,2,1,2021-07-20 20:17:49
528,≋G≋,@GGGcapital,331,505,Despite #BTC looking like it's going to fall off a cliff I'm all in $AAVE and $LUNA at these levelsAAVE/BTC pair at high time frame support&amp;LUNA S/R flip on a daily trend line while holding up very well compared to most other altsout if we don't hold these levels by D close https://t.co/93riMijZQx,1,1,2021-07-20 20:17:33
529,Allen Au 🧢,@AllenAu11,99,7328,"If the above schematic plays out, #BTC could soon set up for a Wyckoff Spring (capitulation event) in Phase C.  2 scenarios:a. Low- $26.8K; Test- $27.7Kb. Low- $24K; Test- $26.8KAfter that, $38K. Remember, if BTC closes &gt;$30K today, we're back to square one.LG! https://t.co/N3fa1zVZg4",17,3,2021-07-20 20:15:34
530,Allen Au 🧢,@AllenAu11,99,7328,"The major difference in this Wyckoff accumulation schematic is that there is a ""Creek"" which is a series of lower highs in Phase B &amp; then there is a ""Jump"" to Phase C. #BTC looks like it has been consolidating in a Creek in Phase B &amp; just ""jumped"" to Phase C in this schematic. https://t.co/4MgwMJaa2C",17,4,2021-07-20 20:15:32
531,Allen Au 🧢,@AllenAu11,99,7328,"Last time, I tweeted that as long as #BTC doesn't fall &lt;$30K, it'd still be in Wyckoff's Phase C accumulation. If BTC closes &gt;$30K today, Phase C accumulation per chart below continues or else it's likely invalidated.But another Wyckoff accumulation scenario could play out. https://t.co/MEAPXKzj43",43,6,2021-07-20 20:15:31
532,Big Blockers,@big_blockers,166,3166,"The current price of Bitcoin is $29967.00.The current price of BCash is $404.25, or 0.01348984 BTC.The current price of BCashSV is $115.68, or 0.28615955 BCash.",2,1,2021-07-20 20:15:01
533,ΞL Bullish Dude🥤,@ElDudett,517,1528,$BTC RECOVERINGTHIS WAS ALSO THE LAST $DAG DIP BEFORE T1 + MASSIVE NEWSARE YOU READY ANONCUZZ I AM !,41,2,2021-07-20 20:14:42
534,Mike Brock,@brockm,1240,7786,"Whether you buy into BTC (I obv. buy into bitcoin), it's obvious to me that payments are going to be completely commoditized using distributed tech, like the BTC blockchain. Long term, your competitive mote is going to dry up if its built around traditional payments.",46,1,2021-07-20 20:14:17
535,Sam,@sam_gullo,249,122,"Adam is back again with another video for the #Crypto section of @M3MoMoMa, check it out to learn about the floors of #BTC and #ETH! Don’t forget to like and subscribe⤵️ https://t.co/o7nyXvxMiC",1,1,2021-07-20 20:14:13
536,crypto news,@crypto_onenews,40,77,Which coin will be more successful?vote🔥🔥FOLLOW🔥🔥LIKE🔥🔥RETWEET🔥🔥HODL 🔥🔥Bitcoin #BTC #BNB #Binance  #eth #ethereum #kishu #FEG @FEGtoken@InuKishu@BabyDogeCoin#kishu #feg #BabyDogeCoin,218,135,2021-07-20 20:14:04
537,Golden.Cedi,@GoldenCedis,180,18,$Hex outpaces $BTC appreciation the way #Bitcoin outpaces the #dollar.  We're about to REALLY see this in action.  Don't let a little #hex droplet fool you. https://t.co/V96sIeUesa,1,1,2021-07-20 20:13:56
538,crypto_sky,@rick_bitcoin,1116,2100,Probably didn’t buy the bottom…  lol #VGX #btc #cryptocurrency,2,1,2021-07-20 20:13:52
539,Crypto Bumble Bee,@CryptoBumbleB,279,63,"The same people telling you to just hold, it will go back up are the same people that told people to hold $XRP back in 2017 when you bought at the top at $4. I like #Ripple. I really do. But no one really knows if the bull run we just saw was the top or not. #btc #bitcoin https://t.co/ogIXQuBJ8g",2,1,2021-07-20 20:13:22
540,Lam Kurutz,@insomnialts,1280,239,@intocryptoverse $NEKO @MazeProtocol GEM#Maze is taking the #DeFi space by storm zero-interest on #Crypto LOANSOther products available like #lending #borrowing#alts $BTC $ETH #ALTSEASON https://t.co/kWSDPOdFn4,3,3,2021-07-20 20:13:04
541,Variant Research,@ResearchVariant,475,1018,"Stimulus =  $BTC NgU (liquidity in)Reverse Repo =  $BTC down, Dollar Up (liquidity out)Dollar up = More Stimulus, $BTC NgU (liquidity in)etc...Rinse and repeat until everyone is tired of their currency being debased.",6,1,2021-07-20 20:13:03
542,Dick Whitman Capital,@DickWhitman_BTC,1737,2450,Wait until you hear about money printing &amp; the hidden tax of inflation https://t.co/KdXPkcl0H7,8,1,2021-07-20 20:12:11
543,WW Fund 📈 🧙‍♂️,@WW_Fund,2762,474,"#Wallstreetbets and Meme Stocks at the close:$BB $AMC $NOK $GME $KOSS $RKT $PLTR $TLRY $APHA $SNDL $FUBO $CLOV $F $FSR $NIO $DKNG $SPY $SKT $OCGN $ASO $AMD $KMPH $UWMC $GE $WKHS $SOFI $SPCE $COINTrade $SOL, $ETH, #BTC and $Doge on FTX US : https://t.co/J0I90izm2l https://t.co/CmQrAnEaju",1,2,2021-07-20 20:12:08
544,Shriya 6️⃣5️⃣🎹,@Shriya_110,1242,43,@therealdogebtc @elonmusk @cz_binance @therealdogebtc @elonmusk @cz_binance #DogeBTC #dogearmy #dogecoin #BTC Love DogeBtc . Here is my entry 😃 https://t.co/663M8Hg9ju,8,2,2021-07-20 20:12:07
545,🧑‍🌾 : n o l 7 : C r y p t o : ⓟ,@Crypto_Nolt,566,14698,$GBTC / $BTC @Grayscale explained herehttps://t.co/pO9AsrgRwc,5,3,2021-07-20 20:11:52
546,🧑‍🌾 : n o l 7 : C r y p t o : ⓟ,@Crypto_Nolt,566,14698,"This whole time the @Grayscale GBTC Fud was meant to to make u sell ur $BTC for cheap while it was baseless""Regardless, since GBTC investors cannott redeem shares for $BTC &amp; then sell for fiat#Bitcoin markets are in fact left out of the equation when it comes to unlockings"" https://t.co/1ejzqB1ifT",4,2,2021-07-20 20:11:52
547,CryptoDoc,@WiltyNum,92,1004,Whales aren't scared of the price action. Are you? #Bitcoin $egld #cryptocurrency #bullish https://t.co/YlaOran9h2,6,2,2021-07-20 20:11:41
548,PupusasGame,@PupusasG,567,246,"Ok it's done, it's the last post about this project! tiny bitcoin simulator with real price, play it!https://t.co/ZssFQxiDdEbtw... @nayibbukele you should play this one! 😎🇸🇻#Bitcoin #BTC #gamedeveloper #IndieGameDev #ElSalvador #Pupusas #LeyBitcoin https://t.co/EJFHTqjDEp",2,4,2021-07-20 20:11:33
549,Self-Aware 🤫🚀💎💎,@F1sT,1166,14593,"Market goes down 700 point. Guess who comes in. Federal reserve they start buying $shib and $btc see you can never tell, stock market forcing Biden’s hand ✋ https://t.co/HB7eVCboXE",4,2,2021-07-20 20:10:44
550,Nazlı Irmak,@ng6023,64,11,"@CyrptoSalvador @davidgokhshtein @FreeDogeToken1 #FREEDOGE #kishu #SHIB #elonmusk #safemoon #btc #bsc #fairlaunch #fDoge #bitcoin #altcoin #shibainu #inu #100x#FREEDOGE Low Marketcap and experienced team, 100x is very possible. Only 2 days old. Not a financial advice, do your own research. https://t.co/oDHkzcWakN https://t.co/KQTYoNR0nA",6,3,2021-07-20 20:10:42
551,tamer,@Marrakesh81,1196,359,"@davidgokhshtein #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 🚀🚀🚀🚀🚀0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/PkbZ5tdIPx",23,15,2021-07-20 20:10:30
552,FreeDogeArmy(47),@NanotekNeo47,1587,1090,"@CyrptoSalvador @davidgokhshtein @FreeDogeToken1 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x  🚀🚀0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/fxlulAil64",25,13,2021-07-20 20:10:25
553,elfida,@elfida49352319,7,3,"@CyrptoSalvador @davidgokhshtein @FreeDogeToken1 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/SMntHFZP4S",27,16,2021-07-20 20:10:20
554,Tycoon ($DOT),@tycoonshowers,1338,357,$DOT major support / resistance levels - S1: $10.951     S2: $7.708R1: $19.53.      R2: $26.02Feelin like we’re about to BOUNCE$DOT $KSM $ETH $BTC,36,7,2021-07-20 20:10:16
555,tamer,@Marrakesh81,1196,359,"@CyrptoSalvador @davidgokhshtein @FreeDogeToken1 #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/PkbZ5tdIPx",10,3,2021-07-20 20:10:08
556,Kevin Svenson,@KevinSvenson_,1089,45255,"If #Bitcoin hits $25,000 that would put the price at a record distance from the 200day/SMA ... a 0.50 on the Mayer Multiple - https://t.co/MnaynQ7RiWThere have only been 5 other times in #BTC history where the price was that far from the 200d/SMAThis is an accumulation zone!",120,10,2021-07-20 20:09:52
557,Charlie,@btc_charlie,385,26700,You thought it wouldn't go lower didn't you... 😬 https://t.co/J3yFRjMHGa,16,1,2021-07-20 20:09:51
558,Mr.Kılıç,@CyrptoSalvador,32,934,"@davidgokhshtein #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/Z9TdJzBwxb https://t.co/NFm3NaXirq",52,38,2021-07-20 20:09:42
559,sushi_fren,@FrenSushi,229,1526,Stay strong despite the market noise.The whales think differently when you plebs are scared.$BTC $ETH $SUSHI 🥳🚀@SushiSwap is a one-stop shop where you can do all DeFi activities.  Trident! 🥳🚀https://t.co/3xq5p8Ta3y,16,1,2021-07-20 20:09:29
560,Yunus,@Yunussadiyman,209,36,"@traderseyma @1goonrich @Red_FEG @CyrptoSalvador #FreeDoge #FreeDogetoken @FreeDogeToken1 @CyrptoSalvador we are ready to go to the moon as a community, are you? 🌈💪🏿😎🔥🙌which one do you think 50x 100x 1000x 🔥🔥🔥#MISSDOGE #BabyDoge  #BSCGem  #Binance     #Btc     #ShibaCoin #SAFEMOON",5,2,2021-07-20 20:09:27
561,TrustinTez,@maxevoice,752,437,"XTZ/BTC pair has a lot of room for upward movement. Just will come later than what I expected. This market is funky as usual. #Tezos has one of the better long term charts in crypto IMO, but I´m no expert.",31,3,2021-07-20 20:09:01
562,tamer,@Marrakesh81,1196,359,"@davidgokhshtein #FreeDoge #FreeDogetoken @FreeDogeToken1Which one do you think 50x 100x 1000x 0xfac1f65c835f0e2af6b77b671bbfbbf9edbd8aaeYou are amazing, elon mask is talking about us#BTC      #BabyDoge  #Binance     #BSCGem #bscscan  #shıbhttps://t.co/PkbZ5tdIPx",5,1,2021-07-20 20:08:48
563,Dan Nathan,@RiskReversal,643,95804,"Check Out this week's @macrosetup with @GuyAdami and me, brought to you by @IG_US with our guest @DailyFX's @PeterHanksFX We discuss &amp; chart this week's stock market volatility $SPX $NDX $RTY, the rate rampage $TLT, $OIL's Spill &amp; #BTC's bombout. https://t.co/YT6PIiXxQK",11,5,2021-07-20 20:08:44
564,Lam Kurutz,@insomnialts,1280,239,@coingecko Definitely $NEKO $NEKO is the incentive &amp; governance token of @MazeProtocolIt plays the role of a core asset to form a token dynamics loop which drives the protocolMaze provides a magical money market with the best services &amp; features$BTC $LINK #altseason https://t.co/CGu6WiIvZn,4,3,2021-07-20 20:08:38
565,Blanco_XRP Bridge to ALL the money!,@XRPBeliever_,169,66,#Bitcoin prices moved up more than 300% from November 2nd 2020 to April 14th 202111/02/20 - 11/24/20 #BTC moved up 45%11/02/20 - 11/24/20 #XRP moved up 250%#XRP represents more than 1600% compared to the 300% that Bitcoin went up.Meaning #XRP would've reached prices of $20+ https://t.co/chH3mip2De,1,2,2021-07-20 20:08:36
566,…….,@mocumocu,364,65,@archillect $Btc is coming,1,1,2021-07-20 20:08:24
567,//Bitcoin 𝕵ack 🐐,@BTC_JackSparrow,785,207008,@goldminesmatter I was hoping for the whoring twenties 🥳,28,2,2021-07-20 20:07:42
568,AvaDomain,@AvaDomaincom,128,649,https://t.co/fL3O2u9HDxFor Sale#domain #domains #domainer #domainbroker #domainsale #domainnames #domainname #BTC #apple #linux #domainforsale #Fitness #Gym #Workout #FitFam #Bodybuilding #FitnessMotivation #Yoga #GymLife #CrossFit #FitnessModel #Nike #startup #AvaDomain https://t.co/NVltlCrZgT,3,8,2021-07-20 20:07:35
569,amí,@1amezz,3070,6833,u told me think about it well i did 👍🏽 https://t.co/N7pbfVCmiN,6,1,2021-07-20 20:07:27
570,tametheark,@Betterthanbing,154,2040,I have a good feeling about the price of $doge by the end of the year despite the giant dip since May #AcceptDoge #BitcoinCrash #Doge #HODL #Crypto #dogearmy #Dogecoins #DogecoinToTheMoon #BTC #Elon https://t.co/UEJb2iKDtt,29,3,2021-07-20 20:07:24
571,NitroDock,@Nitro_Dock,947,1048,BREMIT is a new Crypto Currency launching with a Limited time Airdrop if you open an account (Stored on their BREMIT wallet). Earn up to an easy $50 equivalent in BREMIT here: https://t.co/zNs7vGSlXl#Crypto #Bitcoin $BTC #Ethereum $ETH #DOGE $DOGE #Tesla $TSLA #SAFEMOON #shiba,1,1,2021-07-20 20:07:23
572,RoobyDooby #JTS 🌍🏴󠁧󠁢󠁥󠁮󠁧󠁿🌞,@RoobyDooby12345,620,835,"@DavidGettman3 @JeffBezos @JTS_Global @justinsuntron @Tronfoundation Good idea, but I reckon space travel will be so out of touch for us common folk. Seems to be billionaires only!#BTC #BlueOrigin $BTC $TRX",7,3,2021-07-20 20:07:15
573,Aaron “#ravencoin is #bitcoin 3.0” Day @7421,@AaronDayAtlas,2836,45409,. #altseason begins at #BTC $10K,26,5,2021-07-20 20:07:12
574,Ivan Ooze,@ooze69420,4,49,I still love #dogecoin and I will always be a member of the #Dogecoinarmy. Now is a great time to #JoinUs 💹🐶🌙 #cryptocrash #BitcoinCrash #DogecoinToTheMoon #TheDogeDecade #DogeShades #crypto #CryptoNews #dogecan #dogearmy #dogeback #Cryptocurency #BTC #DogeFamily #dogecoinfam,4,2,2021-07-20 20:07:07
575,R.Heart's forking ETH. HEX.com 40% APR 3866x @558d,@RichardHeartWin,202,90306,"Just a reminder that I called the #Bitcoin top on the day. Here's #BTC price now, overlaid over last cycle. $BTC is impersonating a waterfall. Wall street figures, why buy real #cryptocurrency when you can buy grayscale's #crypto at a discount? Go https://t.co/tyQE8i8y5h b4 doom? https://t.co/0HhDQM60k4",217,52,2021-07-20 20:06:51
576,Prof Freedom ⓩ🛡,@BTC__Blockchain,1032,2265,"Keep your wallets safe! Not your keys not your coins Privacy is power, what they dont know they cant ruin! Its the circle of life ! #Bitcoin#Zcash🛡 https://t.co/d8mtGtn9fd",5,2,2021-07-20 20:06:51
577,₿en Graℏam,@bengrahamrocks,108,1675,"If the ""buy the rumor, sell the news"" plays out tomorrow on the $BTC event...we could see a nuke candle.  Set some low orders just in case.  If we moon instead, then 🤘🤘#BTC #HBAR #DOGE #ALGO #MATIC #VTHO #ONE",25,1,2021-07-20 20:06:28
578,Prosper Trading Academy,@ProsperTrading,295,3864,"This afternoon, @cboesib discussed his $BTC outlook with @OJRenick on @TDANetwork's Market on Close. Grab a free day pass to Scott’s live signal trading room today: https://t.co/iBOlOH7sP7 https://t.co/xOCh9suxnO",2,1,2021-07-20 20:06:27
